Cusip,State,Description,Coupon,Maturity Date,Next Call Date,Moody's Rating,S&P Rating,Price Bid,Price Ask,Yield Bid,Ask Yield to Worst,Ask Yield to Maturity,Quantity Bid(min),Quantity Ask(min),Attributes
="456837AH6","N/A","ING GROEP N.V.      NOTE                3.95000% 03/29/2027","3.950","03/29/2027","N/A","BAA1","A-","98.100","98.814","4.405","4.232","4.232","500(200)","200(200)",IE SFP D 
="038222AL9","N/A","APPLIED MATLS INC   NOTE CALL MAKE WHOLE3.30000% 04/01/2027","3.300","04/01/2027","01/01/2027","A2","A","100.444","100.727","3.191","3.122","3.130","250(15)","500(10)",IE SFP D 
="166756AQ9","N/A","CHEVRON USA INC     SER B NOTE          8.00000% 04/01/2027","8.000","04/01/2027","--","AA2","AA-","120.366","120.500","3.252","3.224","3.224","250(5)","79(5)",IE CP SFP D 
="17252MAN0","N/A","CINTAS CORP NO 2    NOTE CALL MAKE WHOLE3.70000% 04/01/2027","3.700","04/01/2027","01/01/2027","A3","A-","101.127","101.446","3.422","3.344","3.361","370(15)","200(10)",IE SFP D 
="20030NDK4","N/A","COMCAST CORP NEW    NOTE CALL MAKE WHOLE3.30000% 04/01/2027","3.300","04/01/2027","02/01/2027","A3","A-","99.462","99.694","3.425","3.371","3.371","250(5)","250(2)",IE SFP D 
="369550BL1","N/A","GENERAL DYNAMICS    CORP NOTE           3.50000% 04/01/2027","3.500","04/01/2027","02/01/2027","A3","A-","101.007","101.088","3.257","3.238","3.246","100(10)","50(2)",IE SFP D 
="808513BW4","N/A","SCHWAB CHARLES CORP SER A NOTE          3.30000% 04/01/2027 CALL MAKE WHOLE","3.300","04/01/2027","01/01/2027","A2","A","99.503","99.738","3.416","3.361","3.361","225(20)","2(2)",IE SFP D 
="87236YAF5","N/A","TD AMERITRADE HLDG  CORP NOTE           3.30000% 04/01/2027 CALL MAKE WHOLE","3.300","04/01/2027","01/01/2027","A2","A","94.426","98.820","4.643","3.577","3.577","50(5)","11(2)",IE SFP D 
="95709TAP5","N/A","WESTAR ENERGY INC   BOND CALL MAKE WHOLE3.10000% 04/01/2027","3.100","04/01/2027","01/01/2027","A2","A","98.186","99.077","3.525","3.315","3.315","50(10)","100(5)",IE SFP D 
="931142CH4","N/A","WALMART INC         NOTE                5.87500% 04/05/2027","5.875","04/05/2027","N/A","AA2","AA","112.458","113.102","2.995","2.857","2.857","150(15)","250(2)",IE SFP D 
="10373QBK5","N/A","BP CAP MKTS AMER INCNOTE CALL MAKE WHOLE3.54300% 04/06/2027","3.543","04/06/2027","02/06/2027","A2","A-","99.163","99.672","3.739","3.619","3.619","30(1)","2(1)",IE SFP D 
="278265AE3","N/A","EATON VANCE CORP    NOTE CALL MAKE WHOLE3.50000% 04/06/2027","3.500","04/06/2027","01/06/2027","A1","A-","97.762","99.140","4.029","3.701","3.701","500(5)","49(5)",IE SFP D 
="29446MAE2","N/A","EQUINOR ASA         NOTE CALL MAKE WHOLE3.00000% 04/06/2027","3.000","04/06/2027","02/06/2027","AA2","AA-","98.656","98.750","3.312","3.290","3.290","100(5)","500(1)",IE SFP D 
="13607HR61","N/A","CANADIAN IMP BK COMMNOTE CALL MAKE WHOLE3.45000% 04/07/2027 ISIN #US13607HR618","3.450","04/07/2027","03/07/2027","A2","A-","98.348","98.664","3.839","3.763","3.763","50(15)","300(20)",IE SFP D 
="05964HAB1","N/A","BANCO SANTANDER SA  SER 6 NOTE          4.25000% 04/11/2027","4.250","04/11/2027","N/A","BAA1","A-","98.551","99.260","4.596","4.425","4.425","250(200)","200(200)",IE SFP D 
="748149AN1","N/A","QUEBEC(PROVINCE OF) SER QS NOTE         2.75000% 04/12/2027","2.750","04/12/2027","N/A","AA2","AA-","98.629","99.466","3.066","2.872","2.872","875(25)","875(25)",SFP D 
="023135CF1","N/A","AMAZON COM INC      NOTE CALL MAKE WHOLE3.30000% 04/13/2027","3.300","04/13/2027","03/13/2027","A1","AA","100.668","100.825","3.143","3.106","3.109","500(2)","500(2)",IE SFP D 
="10373QAZ3","N/A","BP CAP MKTS AMER INCSER B NOTE          3.58800% 04/14/2027 CALL MAKE WHOLE","3.588","04/14/2027","01/14/2027","A2","A-","100.469","100.846","3.473","3.381","3.391","250(5)","250(5)",IE SFP D 
="05565QDM7","N/A","BP CAP MKTS P L C   NOTE CALL MAKE WHOLE3.58800% 04/14/2027 ISIN #US05565QDM78  SEDOL #BD4HJH7","3.588","04/14/2027","01/14/2027","A2","A-","98.031","100.688","4.052","3.420","3.427","250(5)","371(5)",IE SFP D 
="437076CA8","N/A","HOME DEPOT INC      NOTE CALL MAKE WHOLE2.50000% 04/15/2027","2.500","04/15/2027","02/15/2027","A2","A","97.363","97.575","3.107","3.058","3.058","250(15)","500(2)",IE SFP D 
="437076CN0","N/A","HOME DEPOT INC      NOTE CALL MAKE WHOLE2.87500% 04/15/2027","2.875","04/15/2027","03/15/2027","A2","A","99.033","99.269","3.097","3.042","3.042","2,000(10)","2,000(10)",IE SFP D 
="74340XBN0","N/A","PROLOGIS L P        NOTE CALL MAKE WHOLE2.12500% 04/15/2027","2.125","04/15/2027","02/15/2027","A3","A-","94.527","95.314","3.395","3.207","3.207","100(2)","500(2)",IE SFP D 
="842434CW0","N/A","SOUTHERN CALIF GAS  CO NOTE             2.95000% 04/15/2027 CALL MAKE WHOLE","2.950","04/15/2027","03/15/2027","A2","A","98.167","98.336","3.374","3.335","3.335","632(2)","50(10)",IE SFP D 
="907818EP9","N/A","UNION PAC CORP      NOTE CALL MAKE WHOLE3.00000% 04/15/2027","3.000","04/15/2027","01/15/2027","A3","A-","98.235","98.730","3.409","3.293","3.293","250(10)","39(10)",IE SFP D 
="91324PCY6","N/A","UNITEDHEALTH GROUP  INC NOTE            3.37500% 04/15/2027 CALL MAKE WHOLE","3.375","04/15/2027","N/A","A3","A+","100.750","101.449","3.201","3.041","3.041","250(2)","350(10)",IE SFP D 
="92826CAL6","N/A","VISA INC            NOTE CALL MAKE WHOLE1.90000% 04/15/2027","1.900","04/15/2027","02/15/2027","AA3","AA-","95.035","95.368","3.042","2.963","2.963","100(10)","300(20)",IE SFP D 
="872898AF8","N/A","TSMC ARIZ CORP      NOTE CALL MAKE WHOLE3.87500% 04/22/2027","3.875","04/22/2027","03/22/2027","AA3","AA-","100.285","100.514","3.807","3.753","3.754","200(200)","452(200)",IE SFP D 
="918204BB3","N/A","V F CORP            NOTE CALL MAKE WHOLE2.80000% 04/23/2027","2.800","04/23/2027","02/23/2027","BAA1","A-","96.265","96.613","3.668","3.586","3.586","300(5)","500(10)",IE SFP D 
="637432NN1","N/A","NATIONAL RURAL UTILSCOOP FIN BOND       3.05000% 04/25/2027 CALL MAKE WHOLE","3.050","04/25/2027","01/25/2027","A1","A-","98.700","99.374","3.349","3.193","3.193","100(5)","100(5)",IE SFP D 
="91159HHR4","N/A","US BANCORP          MTN                 3.15000% 04/27/2027","3.150","04/27/2027","03/27/2027","A2","A+","98.732","99.142","3.442","3.347","3.347","250(15)","509(1)",IE SFP D 
="06368GQN0","N/A","BANK OF MONTREAL    SER G MTN           3.80000% 04/28/2027","3.800","04/28/2027","10/28/2022","A2","--","94.357","99.250","5.157","3.974","3.974","100(10)","1,080(1)",SFP 
="059438AK7","N/A","JPMORGAN CHASE &CO  BOND                8.00000% 04/29/2027","8.000","04/29/2027","--","A3","BBB+","116.903","117.209","4.041","3.975","3.975","250(1)","400(20)",IE CP SFP D 
="48305QAC7","N/A","KAISER FNDTN        HOSP/HLTH MTN BE    3.15000% 05/01/2027 SER 2017 BOND       CALL MAKE WHOLE","3.150","05/01/2027","02/01/2027","--","AA-","99.013","99.951","3.376","3.161","3.161","250(10)","129(10)",IE SFP D 
="595620AQ8","N/A","MIDAMERICAN ENERGY  COMPANY BOND        3.10000% 05/01/2027 CALL MAKE WHOLE","3.100","05/01/2027","02/01/2027","AA2","A+","98.791","99.028","3.377","3.323","3.323","100(5)","200(2)",IE SFP D 
="0258M0EL9","N/A","AMERICAN EXPRESS CR CORP SER F MTN      3.30000% 05/03/2027","3.300","05/03/2027","04/03/2027","A2","A-","98.745","99.145","3.589","3.496","3.496","200(10)","3(2)",IE SFP D 
="025816CP2","N/A","AMERICAN EXPRESS CO SER B NOTE          3.30000% 05/03/2027","3.300","05/03/2027","04/02/2027","A2","BBB+","98.580","98.878","3.627","3.558","3.558","500(9)","100(2)",IE SFP D 
="913017CR8","N/A","RAYTHEON            TECHNOLOGIES CORP   3.12500% 05/04/2027 NOTE CALL MAKE WHOLE","3.125","05/04/2027","02/04/2027","BAA1","A-","98.406","98.727","3.491","3.417","3.417","130(2)"," 200(10)",IE SFP D 
="78016EZD2","N/A","ROYAL BK CDA        SER I MTN           3.62500% 05/04/2027 CALL MAKE WHOLE","3.625","05/04/2027","N/A","A1","A","99.198","99.384","3.810","3.766","3.766","500(15)","100(10)",IE SFP D 
="904764AY3","N/A","UNILEVER CAP CORP   NOTE CALL MAKE WHOLE2.90000% 05/05/2027","2.900","05/05/2027","02/05/2027","A1","A+","98.480","98.725","3.247","3.191","3.191","100(100)","500(100)",IE SFP D 
="13605WK59","N/A","CANADIAN IMPERIAL BKCOMM TORO MTN       1.10000% 05/10/2027","1.100","05/10/2027","05/10/2023","A2","A-","83.990","90.000","4.907","3.389","3.389","100(5)","5( 5)",IE SFP D 
="665859AW4","N/A","NORTHERN TR CORP    NOTE                4.00000% 05/10/2027","4.000","05/10/2027","04/10/2027","A2","A+","102.804","103.214","3.348","3.254","3.265","80(9)","275(10)",IE SFP D 
="037833CR9","N/A","APPLE INC           NOTE CALL MAKE WHOLE3.20000% 05/11/2027","3.200","05/11/2027","02/11/2027","AAA","AA+","100.609","100.761","3.055","3.019","3.027","50(10)","500(10)",IE SFP D 
="166764BX7","N/A","CHEVRON CORPORATION NOTE CALL MAKE WHOLE1.99500% 05/11/2027","1.995","05/11/2027","03/11/2027","AA2","AA-","95.127","95.344","3.102","3.051","3.051","250(5)","200(5)",IE SFP D 
="458140AX8","N/A","INTEL CORP          NOTE CALL MAKE WHOLE3.15000% 05/11/2027","3.150","05/11/2027","02/11/2027","A1","A+","99.833","100.194","3.187","3.104","3.105","750( 10)","2(2)",IE SFP D 
="89114THK1","N/A","TORONTO DOMINION    BANK SER D MTN      1.40000% 05/14/2027","1.400","05/14/2027","08/14/2022","A1","A","N/A","91.072","N/A","3.434","3.434","N/A(N/A)","120(10)",IE SFP 
="009158AY2","N/A","AIR PRODUCTS AND    CHEMICALS INC NOTE  1.85000% 05/15/2027 CALL MAKE WHOLE","1.850","05/15/2027","03/15/2027","A2","A","93.932","94.110","3.230","3.188","3.188","500(2)","200(10)",IE SFP D 
="05348EBA6","N/A","AVALONBAY CMNTYS INCMTN CALL MAKE WHOLE 3.35000% 05/15/2027","3.350","05/15/2027","02/15/2027","A3","A-","97.487","97.842","3.931","3.848","3.848","100(10)","50(1)",IE SFP D 
="125509AZ2","N/A","CIGNA CORP          BOND                7.87500% 05/15/2027","7.875","05/15/2027","N/A","BAA1","A-","117.023","120.265","3.932","3.261","3.261","100(5)","20(10)",IE SFP D 
="125523AX8","N/A","CIGNA CORP NEW      SER C NOTE          7.87500% 05/15/2027","7.875","05/15/2027","--","BAA1","A-","117.260","119.531","3.882","3.411","3.411","250(10)","7(7)",IE CP SFP D 
="532457BP2","N/A","ELI LILLY &CO       NOTE CALL MAKE WHOLE3.10000% 05/15/2027","3.100","05/15/2027","02/15/2027","A2","A+","99.753","100.469","3.155","2.988","2.993","250(5)","50(5)",IE SFP D 
="459200KH3","N/A","INTERNATIONAL       BUSINESS MACHS NOTE 1.70000% 05/15/2027 CALL MAKE WHOLE","1.700","05/15/2027","03/15/2027","A3","A-","92.259","92.350","3.471","3.449","3.449","500(100)","500(100)",IE SFP D 
="67021CAM9","N/A","NSTAR ELEC CO       BOND CALL MAKE WHOLE3.20000% 05/15/2027","3.200","05/15/2027","02/15/2027","A1","A","99.027","99.206","3.422","3.381","3.381","200(2)","75(10)",IE SFP D 
="74456QBS4","N/A","PUBLIC SVC ELEC &GASCO SER L MTN        3.00000% 05/15/2027 CALL MAKE WHOLE","3.000","05/15/2027","02/15/2027","A1","A","98.669","98.778","3.303","3.278","3.278","100(5)","476(1)",IE SFP D 
="91324PEG3","N/A","UNITEDHEALTH GROUP  INC NOTE            3.70000% 05/15/2027 CALL MAKE WHOLE","3.700","05/15/2027","04/15/2027","A3","A+","102.267","102.416","3.176","3.142","3.151","100(10)","2(2)",IE SFP D 
="927804GH1","N/A","VIRGINIA ELEC &PWR  CO SER B NOTE       3.75000% 05/15/2027 CALL MAKE WHOLE","3.750","05/15/2027","04/15/2027","A2","BBB+","101.612","101.747","3.376","3.345","3.351","100(10)","200(2)",IE SFP D 
="06406RAD9","N/A","BANK NEW YORK MELLONCORP SER J MTN      3.25000% 05/16/2027","3.250","05/16/2027","02/16/2027","A1","A","98.975","99.255","3.484","3.419","3.419","500(1)","400(20)",IE SFP D 
="66989HAN8","N/A","NOVARTIS CAPITAL    CORP NOTE           3.10000% 05/17/2027 CALL MAKE WHOLE","3.100","05/17/2027","02/17/2027","A1","AA-","100.500","100.575","2.981","2.964","2.970","25(25)","500(2)",IE SFP D 
="22160KAM7","N/A","COSTCO WHOLESALE    CORPORATION NOTE    3.00000% 05/18/2027 CALL MAKE","3.000","05/18/2027","02/18/2027","AA3","A+","99.845","100.047","3.034","2.989","2.989","250(10)","100(2)",IE SFP D 
="56501RAK2","N/A","MANULIFE FINL CORP  NOTE CALL MAKE WHOLE2.48400% 05/19/2027","2.484","05/19/2027","03/19/2027","--","A","93.939","94.671","3.882","3.707","3.707","100(10)","250(5)",IE SFP D 
="693475AT2","N/A","PNC FINL SVCS GROUP INC NOTE            3.15000% 05/19/2027","3.150","05/19/2027","04/19/2027","A3","A-","98.019","98.425","3.603","3.509","3.509","100(20)","100(10)",IE SFP D 
="747525AU7","N/A","QUALCOMM INC        NOTE CALL MAKE WHOLE3.25000% 05/20/2027","3.250","05/20/2027","02/20/2027","A2","A","100.488","100.700","3.134","3.084","3.091","100(2)","500(2)",IE SFP D 
="670346AY1","N/A","NUCOR CORP          NOTE CALL MAKE WHOLE4.30000% 05/23/2027","4.300","05/23/2027","04/23/2027","BAA1","A-","102.426","102.866","3.734","3.633","3.643","375(10)","200(10)",IE SFP D 
="191216CE8","N/A","COCA COLA CO        NOTE CALL MAKE WHOLE2.90000% 05/25/2027","2.900","05/25/2027","N/A","A1","A+","99.502","99.614","3.011","2.986","2.986","180(2)","1,000(75)",IE SFP D 
="03740LAD4","N/A","AON CORP / AON      GLOBAL HLDGS NOTE   2.85000% 05/28/2027 CALL MAKE WHOLE","2.850","05/28/2027","04/28/2027","BAA2","A-","95.832","96.005","3.803","3.762","3.762","250(15)","59(10)",IE SFP D 
="402479CF4","N/A","GULF POWER CO       SER 2017A NOTE      3.30000% 05/30/2027 CALL MAKE WHOLE","3.300","05/30/2027","02/28/2027","A1","A","98.427","98.982","3.658","3.531","3.531","100(5)","249(10)",IE SFP D 
="037735CW5","N/A","APPALACHIAN PWR CO  SER X NOTE          3.30000% 06/01/2027 CALL MAKE WHOLE","3.300","06/01/2027","03/01/2027","BAA1","A-","97.801","98.015","3.802","3.753","3.753","100(5)","50(2)",IE SFP D 
="191216CU2","N/A","COCA COLA CO        NOTE CALL MAKE WHOLE1.45000% 06/01/2027","1.450","06/01/2027","04/01/2027","A1","A+","93.447","93.638","2.915","2.871","2.871","250(2)","250(5)",IE SFP D 
="70450YAK9","N/A","PAYPAL HLDGS INC    NOTE CALL MAKE WHOLE3.90000% 06/01/2027","3.900","06/01/2027","05/01/2027","A3","A-","102.330","102.499","3.364","3.325","3.334","500(10)","40(2)",IE SFP D 
="842400HQ9","N/A","SOUTHERN CALIFORNIA EDISON CO SER 2022D 4.70000% 06/01/2027 BOND CALL MAKE WHOLE","4.700","06/01/2027","05/01/2027","A3","A-","102.947","103.223","4.010","3.947","3.958","100(10)","350(10)",IE SFP D 
="784710AA3","N/A","SSM HEALTH CARE CORPSER 2017A BOND      3.82300% 06/01/2027 CALL MAKE WHOLE","3.823","06/01/2027","03/01/2027","A1","A+","101.067","101.593","3.568","3.444","3.461","125(1)","130(1)",IE SFP D 
="023135BR6","N/A","AMAZON COM INC      NOTE CALL MAKE WHOLE1.20000% 06/03/2027","1.200","06/03/2027","04/03/2027","A1","AA","91.675","91.821","3.067","3.033","3.033","250(5)","43(10)",IE SFP D 
="89115A2C5","N/A","TORONTO DOMINION    BANK MTN            4.10800% 06/08/2027 CALL MAKE WHOLE     ISIN #US89115A2C54","4.108","06/08/2027","N/A","A1","A","101.299","101.624","3.811","3.737","3.737","225(2)","300(2)",IE SFP D 
="63254ABE7","N/A","NATIONAL AUSTRALIA  BK N Y BRH NOTE     3.90500% 06/09/2027","3.905","06/09/2027","--","AA3","AA-","100.916","101.500","3.696","3.564","3.564","340(250)","500(250)",IE CP SFP D 
="58933YBC8","N/A","MERCK &CO INC       NOTE CALL MAKE WHOLE1.70000% 06/10/2027","1.700","06/10/2027","05/10/2027","A1","A+","93.725","93.857","3.103","3.073","3.073","250(10)","500(2)",IE SFP D 
="046353AN8","N/A","ASTRAZENECA PLC     NOTE CALL MAKE WHOLE3.12500% 06/12/2027","3.125","06/12/2027","03/12/2027","A3","A-","99.395","99.541","3.260","3.227","3.227","250(5)","100(5)",IE SFP D 
="00507VAM1","N/A","ACTIVISION BLIZZARD INC NOTE            3.40000% 06/15/2027 CALL MAKE WHOLE","3.400","06/15/2027","03/15/2027","BAA1","A-","99.230","99.414","3.573","3.532","3.532","100(10)","500(2)",IE SFP D 
="049560AN5","N/A","ATMOS ENERGY CORP   NOTE CALL MAKE WHOLE3.00000% 06/15/2027","3.000","06/15/2027","03/15/2027","A1","A-","98.366","98.827","3.366","3.262","3.262","250(5)","170(2)",IE SFP D 
="052769AE6","N/A","AUTODESK INC        NOTE CALL MAKE WHOLE3.50000% 06/15/2027","3.500","06/15/2027","03/15/2027","A3","BBB","98.754","98.978","3.782","3.731","3.731","500(10)","10(10)",IE SFP D 
="12189LBA8","N/A","BURLINGTON NORTHN   SANTA FE CP BOND    3.25000% 06/15/2027 CALL MAKE WHOLE","3.250","06/15/2027","03/15/2027","A3","AA-","100.339","100.700","3.170","3.086","3.093","200(10)","400(10)",IE SFP D 
="25468PDV5","N/A","DISNEY WALT CO      MTN CALL MAKE WHOLE 2.95000% 06/15/2027","2.950","06/15/2027","N/A","A2","BBB+","98.301","98.466","3.331","3.293","3.293","500(10)","100(5)",IE SFP D 
="38141ER43","N/A","GOLDMAN SACHS GROUP INC MTN             5.25000% 06/15/2027","5.250","06/15/2027","--","A2","BBB+","102.663","106.605","4.637","3.762","3.762","100(1)","9(9)",IE CP SFP D SO 
="57772KAD3","N/A","MAXIM INTEGRATED    PROD INC NOTE       3.45000% 06/15/2027 CALL MAKE WHOLE","3.450","06/15/2027","03/15/2027","BAA1","A-","97.873","99.748","3.934","3.506","3.506","250(10)","350(10)",IE SFP D 
="828807DC8","N/A","SIMON PPTY GROUP LP NOTE CALL MAKE WHOLE3.37500% 06/15/2027","3.375","06/15/2027","03/15/2027","A3","A-","97.610","97.965","3.919","3.837","3.837","50(15)","100(10)",IE SFP D 
="906548CM2","N/A","UNION ELEC CO       NOTE CALL MAKE WHOLE2.95000% 06/15/2027","2.950","06/15/2027","03/15/2027","A2","A","97.694","98.138","3.469","3.368","3.368","100(5)","50(15)",IE SFP D 
="037833CX6","N/A","APPLE INC           NOTE CALL MAKE WHOLE3.00000% 06/20/2027","3.000","06/20/2027","03/20/2027","AAA","AA+","100.183","100.391","2.957","2.909","2.913","50(15)","500(10)",IE SFP D 
="22160KAN5","N/A","COSTCO WHOLESALE    CORPORATION NOTE    1.37500% 06/20/2027 CALL MAKE","1.375","06/20/2027","04/20/2027","AA3","A+","92.711","92.745","2.992","2.984","2.984","76(2)","2,000(10)",IE SFP D 
="75973QAA5","N/A","RENAISSANCERE FIN   INC NOTE            3.45000% 07/01/2027 CALL MAKE WHOLE","3.450","07/01/2027","04/01/2027","A3","A-","96.998","97.598","4.131","3.993","3.993","100(10)","500(9)",IE SFP D 
="056752AJ7","N/A","BAIDU INC           NOTE CALL MAKE WHOLE3.62500% 07/06/2027 ISIN #US056752AJ76  SEDOL #BF25212","3.625","07/06/2027","N/A","A3","--","97.101","97.980","4.284","4.082","4.082","200(200)","200(200)",IE SFP D 
="86562MAR1","N/A","SUMITOMO MITSUI     FINANCIAL GROUP INC 3.36400% 07/12/2027 NOTE                ISIN #US86562MAR16","3.364","07/12/2027","N/A","A1","A-","96.997","97.405","4.040","3.947","3.947","150(2)","100(10)",IE SFP D 
="46124HAC0","N/A","INTUIT              NOTE CALL MAKE WHOLE1.35000% 07/15/2027","1.350","07/15/2027","05/15/2027","A3","A-","90.420","90.742","3.474","3.399","3.399","75(2)","25(10)",IE SFP D 
="686330AJ0","N/A","ORIX CORP           NOTE                3.70000% 07/18/2027 ISIN #US686330AJ06  SEDOL #BDFG100","3.700","07/18/2027","N/A","--","A-","98.912","99.015","3.944","3.920","3.920","12(12)","360(10)",IE SFP D 
="94974BGL8","N/A","WELLS FARGO &CO     MTN                 4.30000% 07/22/2027","4.300","07/22/2027","--","A3","BBB","101.456","101.561","3.974","3.950","3.950","440(1)","1(1)",IE CP SFP D 
="606822AR5","N/A","MITSUBISHI UFJ      FINANCIAL GROUP INC 3.28700% 07/25/2027 NOTE","3.287","07/25/2027","N/A","A1","A-","96.872","97.175","3.986","3.917","3.917","427(2)","500(2)",IE SFP D 
="459200KT7","N/A","INTERNATIONAL       BUSINESS MACHS NOTE 4.15000% 07/27/2027 CALL MAKE WHOLE","4.150","07/27/2027","06/27/2027","A3","A-","102.335","102.522","3.626","3.584","3.592","500(100)","250(100)",IE SFP D 
="22553QDB0","N/A","CREDIT SUISSE AG    LONDON BRANCH MTN   4.65000% 07/29/2027","4.650","07/29/2027","07/29/2023","A2","--","97.000","100.432","5.339","4.200","4.553","100(10)","1,693(1)",IE SFP 
="03444RAB4","N/A","ANDREW W MELLON     FNDTN BOND          0.94700% 08/01/2027 CALL MAKE WHOLE","0.947","08/01/2027","06/01/2027","AAA","AAA","89.950","92.149","3.138","2.636","2.636","73(1)","100(10)",SFP D 
="171340AN2","N/A","CHURCH &DWIGHT CO   INC NOTE            3.15000% 08/01/2027 CALL MAKE WHOLE","3.150","08/01/2027","05/01/2027","A3","BBB+","98.304","98.450","3.523","3.491","3.491","250(5)","24(2)",IE SFP D 
="26884ABG7","N/A","ERP OPER LTD        PARTNERSHIP NOTE    3.25000% 08/01/2027 CALL MAKE WHOLE","3.250","08/01/2027","05/01/2027","A3","A-","96.505","97.147","4.030","3.884","3.884","200(15)","200(1)",IE SFP D 
="58942HAB7","N/A","MERCY HEALTH        SER 2017C BOND      3.55500% 08/01/2027 CALL MAKE WHOLE","3.555","08/01/2027","05/01/2027","A1","--","96.218","98.851","4.407","3.810","3.810","250(5)","350(10)",IE SFP D 
="78016FZS6","N/A","ROYAL BK CDA        SER I MTN           4.24000% 08/03/2027 CALL MAKE WHOLE     ISIN #US78016FZS63","4.240","08/03/2027","N/A","A1","A","101.352","101.669","3.939","3.869","3.869","250(15)","500(2)",IE SFP D 
="89788MAC6","N/A","TRUIST FINL CORP    SER G MTN           1.12500% 08/03/2027","1.125","08/03/2027","06/03/2027","A3","A-","88.062","88.327","3.768","3.705","3.705","250(15)","18(18)",IE SFP D 
="742718EV7","N/A","PROCTER &GAMBLE CO  NOTE CALL MAKE WHOLE2.85000% 08/11/2027","2.850","08/11/2027","N/A","AA3","AA-","99.648","99.762","2.926","2.901","2.901","250(5)","55(2)",IE SFP D 
="166756AL0","N/A","CHEVRON USA INC     NOTE CALL MAKE WHOLE1.01800% 08/12/2027","1.018","08/12/2027","06/12/2027","AA2","AA-","90.131","90.375","3.158","3.102","3.102","500(15)","500(2)",IE SFP D 
="89236THG3","N/A","TOYOTA MTR CR CORP  SER B MTN           1.15000% 08/13/2027 CALL MAKE WHOLE","1.150","08/13/2027","N/A","A1","A+","89.572","89.830","3.427","3.367","3.367","200(10)","200(10)",IE SFP D 
